CGAC AGENCY CODE,FPDS DEPARTMENT ID,FREC,AGENCY NAME,AGENCY ABBREVIATION,REGISTERED IN BROKER,REGISTERED IN ASP,ORIGINAL SOURCE FOR CGAC or SubTier,SUBTIER CODE,SUBTIER NAME,SUBTIER ABBREVIATION,FREC DESCRIPTION,REGISTERED IN ASP,AGENCY NAME (ORIGINAL),SUBTIER NAME (ORIGINAL),MISSION,WEBSITE,ICON FILENAME,COMMENT
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
012,1200,1200,Department of Agriculture,USDA,YES,YES,OMB File,9999,Federal Crop Insurance Corporation,FCIC,Department of Agriculture,,"AGRICULTURE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
013,1300,1300,Department of Commerce,DOC,YES,YES,OMB File,1365,Export Administration Review Board,EARB,Department of Commerce,,"COMMERCE, DEPARTMENT OF",,,,,
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
014,1400,1400,Department of the Interior,DOI,YES,YES,OMB File,1469,National Indian Gaming Commission,NIGC,Department of the Interior,,"INTERIOR, DEPARTMENT OF THE",,,,,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS
