Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
12,12K2,Department of Agriculture,OMB File,Agricultural Marketing Service,CompiledList,Department of Agriculture,12K2: AGRICULTURAL MARKETING SERVICE,BrokerGenerated
12,12K2,Department of Agriculture,OMB File,Agricultural Marketing Service,CompiledList,Department of Agriculture (USDA),Agricultural Marketing Service,BrokerGenerated
12,12K3,Department of Agriculture,OMB File,Animal and Plant Health Inspection Service,CompiledList,"AGRICULTURE, DEPARTMENT OF (1200)",Animal and Plant Health Inspection Service,BrokerGenerated
12,12K3,Department of Agriculture,OMB File,Animal and Plant Health Inspection Service,CompiledList,Department of Agriculture,12K3: ANIMAL AND PLANT HEALTH INSPECTION SERVICE,BrokerGenerated
12,12K3,Department of Agriculture,OMB File,Animal and Plant Health Inspection Service,CompiledList,Department of Agriculture,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,BrokerGenerated
12,12K3,Department of Agriculture,OMB File,Animal and Plant Health Inspection Service,CompiledList,Department of Agriculture (USDA),Animal and Plant Health Inspection Service,BrokerGenerated
12,12K4,Department of Agriculture,OMB File,"Grain Inspection, Packers and Stockyards Administration",CompiledList,Department of Agriculture,"12K4: GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",BrokerGenerated
12,12K4,Department of Agriculture,OMB File,"Grain Inspection, Packers and Stockyards Administration",CompiledList,Department of Agriculture (USDA),"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",BrokerGenerated
12,7777,Department of Agriculture,OMB File,Federal Crop Insurance Corporation,CompiledList,NA,NA,NA
12,9999,Department of Agriculture,OMB File,Federal Crop Insurance Corporation,CompiledList,NA,NA,NA
13,1300,Department of Commerce,OMB File,Department of Commerce,CompiledList,Department of Commerce (DOC),"COMMERCE, DEPARTMENT OF",BrokerGenerated
13,1300,Department of Commerce,OMB File,Department of Commerce,CompiledList,Department of Commerce,"1300: COMMERCE, DEPARTMENT OF",BrokerGenerated
13,1301,Department of Commerce,OMB File,Office of the Secretary,CompiledList,Department of Commerce (DOC),OFFICE OF THE SECRETARY,BrokerGenerated
13,1301,Department of Commerce,OMB File,Office of the Secretary,CompiledList,Department of Commerce,OFFICE OF THE SECRETARY,BrokerGenerated
13,1301,Department of Commerce,OMB File,Office of the Secretary,CompiledList,Department of Commerce,1301: OFFICE OF THE SECRETARY,BrokerGenerated
13,1303,Department of Commerce,OMB File,Office of the General Counsel,CompiledList,NA,NA,NA
13,1304,Department of Commerce,OMB File,Office of the Inspector General,CompiledList,Department of Commerce (DOC),OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
13,1304,Department of Commerce,OMB File,Office of the Inspector General,CompiledList,Department of Commerce,1304: OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
13,1306,Department of Commerce,OMB File,Office of the Chief Financial Officer and Assistant Secretary for Administration,CompiledList,NA,NA,NA
13,1314,Department of Commerce,OMB File,Economics and Statistics Administration/Under Secretary for Economic Affairs,CompiledList,NA,NA,NA
13,1315,Department of Commerce,OMB File,Chief Economist,CompiledList,NA,NA,NA
13,1316,Department of Commerce,FPDS File,Bureau of Industry and Security,CompiledList,Department of Commerce (DOC),BUREAU OF INDUSTRY AND SECURITY,BrokerGenerated
13,131E,Department of Commerce,OMB File,Economic Affairs,CompiledList,NA,NA,NA
13,1321,Department of Commerce,OMB File,Bureau of Economic Analysis,CompiledList,Department of Commerce,1321: BUREAU OF ECONOMIC ANALYSIS,BrokerGenerated
13,1321,Department of Commerce,OMB File,Bureau of Economic Analysis,CompiledList,Department of Commerce (DOC),BUREAU OF ECONOMIC ANALYSIS,BrokerGenerated
13,1323,Department of Commerce,OMB File,U.S. Census Bureau,CompiledList,Department of Commerce,1323: BUREAU OF THE CENSUS,BrokerGenerated
13,1323,Department of Commerce,OMB File,U.S. Census Bureau,CompiledList,Department of Commerce (DOC),US CENSUS BUREAU,BrokerGenerated
13,1323,Department of Commerce,OMB File,U.S. Census Bureau,CompiledList,Department of Commerce,1323: US CENSUS BUREAU,BrokerGenerated
13,1323,Department of Commerce,OMB File,U.S. Census Bureau,CompiledList,Department of Commerce,US CENSUS BUREAU,BrokerGenerated
13,1325,Department of Commerce,OMB File,Economic Development Administration,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",Economic Development Administration,BrokerGenerated
13,1325,Department of Commerce,OMB File,Economic Development Administration,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1325,Department of Commerce,OMB File,Economic Development Administration,CompiledList,Department of Commerce,1325: ECONOMIC DEVELOPMENT ADMINISTRATION,BrokerGenerated
13,1325,Department of Commerce,OMB File,Economic Development Administration,CompiledList,Department of Commerce (DOC),Economic Development Administration,BrokerGenerated
13,1330,Department of Commerce,OMB File,National Oceanic and Atmospheric Administration,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1330,Department of Commerce,OMB File,National Oceanic and Atmospheric Administration,CompiledList,Department of Commerce,1330: NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,BrokerGenerated
13,1330,Department of Commerce,OMB File,National Oceanic and Atmospheric Administration,CompiledList,Department of Commerce (DOC),National Oceanic and Atmospheric Administration,BrokerGenerated
13,1330,Department of Commerce,OMB File,National Oceanic and Atmospheric Administration,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",National Oceanic and Atmospheric Administration,BrokerGenerated
13,1330,Department of Commerce,OMB File,National Oceanic and Atmospheric Administration,CompiledList,Department of Commerce,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,BrokerGenerated
13,1335,Department of Commerce,OMB File,National Telecommunications and Information Administration,CompiledList,Department of Commerce,1335: NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,BrokerGenerated
13,1335,Department of Commerce,OMB File,National Telecommunications and Information Administration,CompiledList,Department of Commerce (DOC),National Telecommunications and Information Administration,BrokerGenerated
13,1335,Department of Commerce,OMB File,National Telecommunications and Information Administration,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1335,Department of Commerce,OMB File,National Telecommunications and Information Administration,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",National Telecommunication and Information Administration,BrokerGenerated
13,1335,Department of Commerce,OMB File,National Telecommunications and Information Administration,CompiledList,Department of Commerce,NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,BrokerGenerated
13,1341,Department of Commerce,OMB File,National Institute of Standards and Technology,CompiledList,Department of Commerce (DOC),National Institute of Standards and Technology,BrokerGenerated
13,1341,Department of Commerce,OMB File,National Institute of Standards and Technology,CompiledList,Department of Commerce,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,BrokerGenerated
13,1341,Department of Commerce,OMB File,National Institute of Standards and Technology,CompiledList,Department of Commerce,1341: NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,BrokerGenerated
13,1341,Department of Commerce,OMB File,National Institute of Standards and Technology,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1341,Department of Commerce,OMB File,National Institute of Standards and Technology,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",National Institute of Standards and Technology,BrokerGenerated
13,1342,Department of Commerce,OMB File,National Technical Information Service,CompiledList,Department of Commerce,1342: NATIONAL TECHNICAL INFORMATION SERVICE,BrokerGenerated
13,1342,Department of Commerce,OMB File,National Technical Information Service,CompiledList,Department of Commerce (DOC),NATIONAL TECHNICAL INFORMATION SERVICE,BrokerGenerated
13,1343,Department of Commerce,OMB File,Assistant Secretary for Technology Policy,CompiledList,NA,NA,NA
13,1344,Department of Commerce,OMB File,U.S. Patent and Trademark Office,CompiledList,Department of Commerce,1344: PATENT AND TRADEMARK OFFICE,BrokerGenerated
13,1344,Department of Commerce,OMB File,U.S. Patent and Trademark Office,CompiledList,Department of Commerce,US PATENT AND TRADEMARK OFFICE,BrokerGenerated
13,1344,Department of Commerce,OMB File,U.S. Patent and Trademark Office,CompiledList,Department of Commerce,1344: US PATENT AND TRADEMARK OFFICE,BrokerGenerated
13,1344,Department of Commerce,OMB File,U.S. Patent and Trademark Office,CompiledList,Department of Commerce (DOC),US PATENT AND TRADEMARK OFFICE,BrokerGenerated
13,1350,Department of Commerce,OMB File,International Trade Administration,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",International Trade Administration,BrokerGenerated
13,1350,Department of Commerce,OMB File,International Trade Administration,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1350,Department of Commerce,OMB File,International Trade Administration,CompiledList,Department of Commerce (DOC),International Trade Administration,BrokerGenerated
13,1350,Department of Commerce,OMB File,International Trade Administration,CompiledList,Department of Commerce,1350: INTERNATIONAL TRADE ADMINISTRATION,BrokerGenerated
13,1351,Department of Commerce,OMB File,U.S. Export Administration,CompiledList,Department of Commerce,1351: U.S. EXPORT ADMINISTRATION,BrokerGenerated
13,1352,Department of Commerce,OMB File,Minority Business Development Agency,CompiledList,"COMMERCE, DEPARTMENT OF (1300)",Minority Business Development Agency,BrokerGenerated
13,1352,Department of Commerce,OMB File,Minority Business Development Agency,CompiledList,Department of Commerce,1352: MINORITY BUSINESS DEVELOPMENT AGENCY,BrokerGenerated
13,1352,Department of Commerce,OMB File,Minority Business Development Agency,CompiledList,Department of Commerce (DOC),Minority Business Development Agency,BrokerGenerated
13,1352,Department of Commerce,OMB File,Minority Business Development Agency,CompiledList,Department of Commerce,U.S. Department of Commerce,BrokerGenerated
13,1355,Department of Commerce,OMB File,U.S. Travel and Tourism Administration,CompiledList,NA,NA,NA
13,1359,Department of Commerce,OMB File,Technology Administration,CompiledList,NA,NA,NA
13,1363,Department of Commerce,OMB File,Committee for the Implementation of Textile Agreements,CompiledList,NA,NA,NA
13,1364,Department of Commerce,OMB File,Bureau of Industry and Security,CompiledList,NA,NA,NA
13,1365,Department of Commerce,OMB File,Export Administration Review Board,CompiledList,NA,NA,NA
14,1400,Department of the Interior,OMB File,Department of the Interior,CompiledList,Department of the Interior (DOI),Department of the Interior,BrokerGenerated
14,1401,Department of the Interior,OMB File,Central Utah Project Completion Act Office,CompiledList,NA,NA,NA
14,1402,Department of the Interior,OMB File,Office of the Under Secretary of the Interior,CompiledList,Department of the Interior,OFFICE OF THE UNDER SECRETARY OF THE INTERIOR,BrokerGenerated
14,1402,Department of the Interior,OMB File,Office of the Under Secretary of the Interior,CompiledList,Department of the Interior (DOI),Office of the Under Secretary of the Interior,BrokerGenerated
14,1402,Department of the Interior,OMB File,Office of the Under Secretary of the Interior,CompiledList,Department of the Interior,Office of the Deputy Secretary of the Interior,BrokerGenerated
14,1403,Department of the Interior,OMB File,Office of the Solicitor,CompiledList,Department of the Interior,1403: OFFICE OF THE SOLICITOR,BrokerGenerated
14,1403,Department of the Interior,OMB File,Office of the Solicitor,CompiledList,Department of the Interior (DOI),OFFICE OF THE SOLICITOR,BrokerGenerated
14,1404,Department of the Interior,OMB File,Office of the Inspector General,CompiledList,Department of the Interior (DOI),OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
14,1404,Department of the Interior,OMB File,Office of the Inspector General,CompiledList,Department of the Interior,OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
14,1404,Department of the Interior,OMB File,Office of the Inspector General,CompiledList,Department of the Interior,1404: OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
14,1406,Department of the Interior,OMB File,Departmental Offices,CompiledList,Department of the Interior,"OFFICE OF POLICY, BUDGET AND ADMINISTRATION",BrokerGenerated
14,1406,Department of the Interior,OMB File,Departmental Offices,CompiledList,Department of the Interior,1406: DEPARTMENTAL OFFICES,BrokerGenerated
14,1406,Department of the Interior,OMB File,Departmental Offices,CompiledList,Department of the Interior,DEPARTMENTAL OFFICES,BrokerGenerated
14,1406,Department of the Interior,OMB File,Departmental Offices,CompiledList,Department of the Interior (DOI),Departmental Offices,BrokerGenerated
14,1406,Department of the Interior,OMB File,Departmental Offices,CompiledList,Department of the Interior,"Office of Policy, Management and Budget/Chief Financial Officer",BrokerGenerated
14,1407,Department of the Interior,OMB File,Office of Congressional and Legislative Affairs,CompiledList,NA,NA,NA
14,1408,Department of the Interior,OMB File,Office of Public Affairs,CompiledList,NA,NA,NA
14,1409,Department of the Interior,OMB File,Insular Affairs,CompiledList,Department of the Interior (DOI),Insular Affairs,BrokerGenerated
14,1409,Department of the Interior,OMB File,Insular Affairs,CompiledList,Department of the Interior,Office of Insular Affairs,BrokerGenerated
14,1409,Department of the Interior,OMB File,Insular Affairs,CompiledList,Department of the Interior,1409: INSULAR AFFAIRS,BrokerGenerated
14,140S,Department of the Interior,OMB File,Office of the Secretary,CompiledList,NA,NA,NA
14,1410,Department of the Interior,OMB File,Office of Youth Programs,CompiledList,NA,NA,NA
14,1411,Department of the Interior,OMB File,Office for Equal Opportunity,CompiledList,NA,NA,NA
14,1413,Department of the Interior,OMB File,Office of Hearings and Appeals,CompiledList,NA,NA,NA
14,1414,Department of the Interior,OMB File,Executive Secretariat,CompiledList,NA,NA,NA
14,1415,Department of the Interior,OMB File,Office of the Special Trustee for American Indians,CompiledList,Department of the Interior,1415: OFFICE OF THE SPECIAL TRUSTEE FOR AMERICAN INDIANS,BrokerGenerated
14,1415,Department of the Interior,OMB File,Office of the Special Trustee for American Indians,CompiledList,Department of the Interior (DOI),OFFICE OF THE SPECIAL TRUSTEE FOR AMERICAN INDIANS,BrokerGenerated
14,1416,Department of the Interior,OMB File,Indian Arts and Crafts Board,CompiledList,Department of the Interior,1416: INDIAN ARTS AND CRAFTS BOARD,BrokerGenerated
