PSC CODE,length,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INCLUDES
1630,4,AIRCRAFT WHEEL AND BRAKE SYSTEMS,1978-10-15,,Aircraft Wheel and Brake Systems,Landing Gear Axles (FSC 1620).,,Skis; Floats; Tracks; Landing Wheel Skid Detectors; Valves specifically designed for use with hydraulic or pneumatic wheel and brake systems; Helicopter Rotor Brake System Components.
1640,4,AIRCRAFT CONTROL CABLE PRODUCTS,2005-05-01,,Missing code added for DOD Migration purpose only,"General use Chain and Wire Rope (FSC 4010); general use Pulleys(FSC 3020);general use Miscellaneous Hardware (FSC 5340); general use Fittings for Rope, Cable and Chain (FSC 4030).","Wire rope, with attachments or terminations and pulleys, used in aircraft control applications, will be classified in this class",Wire Rope; Single Leg Wire Assemblies; Wire Strands; Control Pulleys; Turnbuckle Lock Clips and other wire rope attachments and terminations.
1650,4,"AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",2011-10-01,,"Aircraft Hydraulic, Vacuum and De-icing System Components","Jet Engine Hydraulic Components (FSC 2840); Valves specifically designed for air conditioning, heating. ventilating, cabin pressurizing, and thermal de-icing (FSC 1660); Valves specifically designed for use with Aircraft Engines (FSC 2840); Guided Missiles and Guided Missile Engines (FSC 1338); Landing Gear (FSC 1620), Wheel and Brake System Components (FSC 1630); Oxygen Breathing System Components (FSC 1660); In-flight Refueling System Hydraulic components (FSC 1680); Specifically designed hydraulic power steering system components (FSC 1620).",This class includes only those components specifically designed for aircraft use.,"Hydraulic and Pneumatic Accumulators, Pumps, Motors, Actuating Cylinders, and Filters; De-icing Boots; Fluid Type De-icing Pumps, Valves and Filters; Vacuum System Oil Separators; Pneumatic Pressurization Equipment other than that for pressurizing cabins and compartments."
1660,4,"AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT",2011-10-01,,"Aircraft Air Conditioning, Heating, and Pressurizing Equipment","Oxygen Pressure Signals and Warning Devices; Tubing; Ground Type Heaters and Coolers; Pressurizing Equipment other than that used for Cabin and Compartment Pressurization; Fluid De-icing Equipment; Valves specifically designed for use with Aircraft Engines, Guided Missiles, and Guided Missile Engines.","This class includes components specifically designed for use in aircraft air conditioning, heating, and pressurizing equipment.  Also included are specially designed components of oxygen breathing systems used in aircraft.",Cabin Supercharging Equipment; Canisters; Cylinder Assemblies; Masks; Fixed Oxygen Systems; Specially Designed Aircraft Valves; Cabin Pressure Regulators; Heat Exchangers; Air Expansion Turbines; Aircraft Heaters; Ventilating System Components; Air Conditioning and Heating Duct Assemblies; Thermal De-icing Equipment; Cabin and Compartment Pressurizing Equipment; Air Diffusers; Cabin Pressure Selectors; Liquid Oxygen Converters.
1670,4,"PARACHUTES; AERIAL PICK UP, DELIVERY, RECOVERY SYSTEMS; AND CARGO TIE DOWN EQUIPMENT",2011-10-01,,"Parachutes; Aerial Pick Up, Delivery, Recovery Systems; Cargo Tie Down Equipment",Fitting Assemblies built into the aircraft structure.,"Includes specifically designed items, sets, and systems for air-to-air, air-to-surface, and surface-to-air delivery, pick up and recovery operations, unless parts, attachments, assemblies, for use in or on such systems (i.e. space vehicle aerial recovery systems) are specifically indexed to other classes of the FSC (i.e., transmitting radio buoys and direction finding subsystem components).",Fitting Assemblies built into the aircraft structure.
1675,4,SPACE VEHICLE COMPONENTS,2015-10-01,,Space Vehicle Components,Remote Guidance Equipment.,,Structural components; Components and Accessories Specially Designed for installation in or on Space Vehicles; Internal (Built-In) Control Systems. 
1677,4,SPACE VEHICLE REMOTE CONTROL SYSTEMS,2015-10-01,,Space Vehicle Remote Control Systems,Internal (built-in) Control Systems; Components designed for use with both Guided Missile and Space Vehicle Systems.,,Specifically designed Components of Space Vehicle Remote Control Systems.
1680,4,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,2011-10-01,,Miscellaneous Aircraft Accessories and Components,"Engine Mounted Control Assemblies; Fitted Covers, Aircraft Pylons; Helicopter Rotor Brake  System Components; Helicopter Automatic Stabilization  Equipment.",,"Control Assemblies, Push-Pull; Brace, Positioning Cargo Ramp Stowed on Board; Cockpit Mounted Control Quadrants; Actuators, Electromechanical and Mechanical; Ventilators; Relief Tubes; Map Holders; Aerial Glider Towing Accessories Attached to Aircraft; Belts, Safety and Lap; Harness, Shoulder and Safety; Litter Attaching Supports; Electric Windshield Wipers; Aircraft Onboard Inert Gas Generators; Aircraft Furniture; Aircraft Mounted Winches and Hoists; In-Flight Refueling System Components, including Fuel Components; Aircraft Curtains; Cable Tension Regulators;  Sun Visors; Rear-View Mirrors; Mechanical  Transmissions, Gearboxes and Constant Speed Drives Specially Designed for Aircraft."
17,2,"AEROSPACE CRAFT LAUNCHING, LANDING, GROUND HANDLING AND SERVICING EQUIPMENT",2015-10-01,,"AEROSPACE CRAFT LAUNCHING, LANDING, GROUND HANDLING AND SERVICING EQUIPMENT",,"Excluded from this group are trucks, trailers, and servicing equipment specially designed for guided  missile or atomic ordnance use.",
1710,4,AIRCRAFT LANDING EQUIPMENT,1978-10-15,,Aircraft Landing Equipment,Airport Runway Marker Lights (see FSC Class 6220).,,Aircraft Arresting Barriers.
1720,4,AIRCRAFT LAUNCHING EQUIPMENT,1978-10-15,,Aircraft Launching Equipment,Guided Missile Launchers  (FSC Class 1440) and Space Vehicle Launchers (FSC Class 1840).,,Catapults.
1725,4,SPACE VEHICLE LAUNCHERS,2105-10-01,,Space Vehicle Launchers,Launchers used with both Guided Missile and  Space Vehicles.,,Launchers specifically designed for Space Vehicles
1730,4,AIRCRAFT GROUND SERVICING EQUIPMENT,1978-10-15,,Aircraft Ground Servicing Equipment,"Airfield Specialized Trucks and Trailers  designed primarily for transporting aircraft assemblies (FSC 1740); Maintenance Stands designed for support of aircraft  assemblies during repair or overhaul (FSC 4920); Test Stands (FSC 4920);  General Purpose Jacks (FSC 5120); Slings (FSC 3940), and Hoists (FSC 3950); Trailers (FSC 2330), Liquid Oxygen, Aircraft Servicing (FSC 1660).","This class excludes ""vehicular components""  such as those listed under FSCs 2520, 2530, 2540, 2590.","Energizers; Engine Preheaters; Mooring  Assemblies; Wheel Chocks; Beaching Equipment; Aileron, Elevator, and Rudder Locks; Passenger Loading Ramps; Maintenance Platforms; Aircraft Maintenance and Boarding  Ladders; Aircraft Maintenance Slings and Hoists; Aircraft Fin Tilting Jacks; Airfield Specialized Lift Trucks and  Trailers; Fitted Covers for Airframe Components; Aircraft  Engine Covers."
1735,4,SPACE VEHICLE HANDLING AND SERVICING EQUIPMENT,2015-10-01,,Space Vehicle Handling and Servicing Equipment,Equipment used in handling or servicing both  Guided Missiles and Space Vehicles.,This class does not include space vehicle aerial recovery systems which are classified in class 1670.,"Specially designed Trucks and Trailers for sue in transporting Space Vehicles; Specially designed Slings, Hoists, Jacks, Blowers, Self-propelled Vehicles, Specially designed for space vehicle handling or servicing; Covers, space vehicle."
1740,4,AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,2011-10-01,,Airfield Specialized Trucks and Trailers,"Airfield Specialized Lift Trucks (FSC 3930), and Trailers (FSC 2330); Highway Type Trucks (FSC 2320), and Trailers (FSC 2330); Cargo Loading and Unloading Trailers (FSC 2330) and Trucks (FSC 2320).","This class excludes ""vehicular components"" such as those listed under FSCs 2520, 2530, 2590.","Airfield Specialized Trucks and Trailers  designed primarily for transporting aircraft assemblies; Trailers: Afterburner, Engine, Propeller, Fuselage, and Wing; Trucks, Aircraft Fuselage and Aircraft Wing; Skids, Engine transport; Stands, Engine Transport; Bomb Trailers, Airfield; Trucks, Crashed Aircraft Removing."
19,2,"SHIPS, SMALL CRAFT, PONTOON, DOCKS",1979-10-01,,,,"Only complete ships, small craft, floating docks, floating drydocks, and dredges (with or without hull) are  classified in this group.  End items, assemblies, parts,  attachments, or accessories for use in or on the above are  classified in group 20-Ship and Marine Equipment, unless  other classes (outside of group 19) are applicable.",
1905,4,COMBAT SHIPS AND LANDING VESSELS,1978-10-15,,Combat Ships and Landing Vessels,,,Aircraft Carriers; Battleships; Cruises; Destroyers; Submarines; Frigates and  Corvettes; Gunboats; Motor Torpedo Boats; Subchasers;  Landing Barges; Minelaying and Mine Sweeping Craft.
1910,4,"TRANSPORT VESSELS, PASSENGER AND TROOP",2011-10-01,,"Transport Vessels, Passenger and Troop",,,
1915,4,CARGO AND TANKER VESSELS,1978-11-15,,Cargo and Tanker Vessels,,,
1920,4,FISHING VESSELS,1980-01-15,,Fishing Vessels,,,
1925,4,SPECIAL SERVICE VESSELS,1978-10-15,,Special Service Vessels,Combat Vessels; Dredges.,,"Tugs; Towboats; Fire Boats; Ice Breakers; Repair Ships; Tender Vessels (Buoy, Lighthouse, Destroyer);  Lightships; Cable Ships; Salvage and Submarine Rescue Vessels."
1930,4,"BARGES AND LIGHTERS, CARGO",1978-10-15,,"Barges and Lighters, Cargo",,,"Aircraft Lighters, Car Floats and other  Transportation Barges, Depot Barges; Scows."
1935,4,"BARGES AND LIGHTERS, SPECIAL PURPOSE",2011-10-01,,"Barges and Lighters, Special Purpose",Combat Landing Barges.,,"Derrick, Piledriver, and Rock Cutter Barges; Barrage Balloon, Catapult Lighter, and Torpedo Testing Barges; Concrete Mixing Plant, Mechanical Bank Grader,  and other Bank Revetment Barges; Fire, Smudge Removal,  and other Pump Barges; Houseboats, except Yacht Type; Power Plant Barges; Refrigeration Barges; Barge Mounted Cranes, Flexible Towed Barges."
1940,4,SMALL CRAFT,1978-10-15,,Small Craft,"Fishing Craft; Life Rafts, including Pneumatic; Bridge Floats and Pontoons.",,Powered and Unpowered Small Craft; Lifesaving Boats; Airplane Crash Boats; Reconnaissance Boats; Yachts; Pneumatic Boats.
1945,4,PONTOONS AND FLOATING DOCKS,1978-11-15,,Pontoons and Floating Docks,Floating Drydocks; Bridge Floats and Pontoons; Pontoon Hardware (Jewelry).,,Camels; Pontoon Stanchions; Pontoon Ramps.
1950,4,FLOATING DRYDOCKS,1979-01-15,,Floating Drydocks,,,
1955,4,DREDGES,1978-12-15,,Dredges,,,"Dredges, without Hull; Ocean-Going Dredges; Floating Dredges."
1990,4,MISCELLANEOUS VESSELS,1978-11-15,,Miscellaneous Vessels,,,Commercial Sailing Vessels
20,2,SHIP AND MARINE EQUIPMENT,1979-10-01,,,,,
2010,4,SHIP AND BOAT PROPULSION COMPONENTS,1978-10-15,,Ship and Boat Propulsion Components,"Engines (FSC 2810, 2815); Turbines (FSC 2825, 2835, 2840).",,"Propulsion Shafts; Ship Propellers; Marine  Transmissions, Reverse and Reduction Gear Type."
2020,4,RIGGING AND RIGGING GEAR,1978-10-15,,Rigging and Rigging Gear,Tackle Blocks.,,Masts; Kingposts; Sail Booms; Shipborne Booms  not attached to Cranes and Derricks.
2030,4,DECK MACHINERY,1978-10-15,,Deck Machinery,,,Steering Gears and Controls; Boat Davits.
2040,4,MARINE HARDWARE AND HULL ITEMS,1978-10-15,,Marine Hardware and Hull Items,,,Anchors; Grapnels; Sea Anchors; Watertight Doors; Ship Ventilators; Hatches; Manholes; Scuttles; Air Ports; Fenders; Sea Chests; Scuppers; Rudders; Stern Tubes; Chain Pipes; Hawse Pipes; Boiler Uptakes and Stacks; Chocks; Mast and Boom Fittings; Oars; Paddles; Oarlocks.
2050,4,BUOYS,1978-11-15,,Buoys,,,
2060,4,COMMERCIAL FISHING EQUIPMENT,1991-10-01,,Commercial Fishing Equipment,Fishing Vessels.,,Fishing Vessels.
2090,4,MISCELLANEOUS SHIP AND MARINE EQUIPMENT,2011-10-01,,Miscellaneous Ship and Marine Equipment,,,Sails; Chain Ladders; Rope Ladders; Marine  Furniture.
22,2,RAILWAY EQUIPMENT,1979-10-01,,,,,
2210,4,LOCOMOTIVES,1978-10-15,,Locomotives,Self-Propelled Cars.,"This class includes only complete locomotives and  tenders.  End items, assemblies, parts, attachments, or accessories for use in or on locomotives and tenders are  classified in classes other than this class.",Self-Propelled Cars.
2220,4,RAIL CARS,1978-10-15,,Rail Cars,Aerial Tramway Cars.,"This class includes only complete rail cars.  End  items, assemblies, parts, attachments, or accessories for  use in or on rail cars are classified in classes other  than this class.",Trailed Cars; Self-Propelled Cars.
2230,4,"RIGHT-OF-WAY CONSTRUCTION AND MAINTENANCE EQUIPMENT, RAILROAD",2011-10-01,,"Right-of-Way Construction and Maintenance Equipment,  Railroad",Hand Tools (FSG 51).,,"Rail Laying, Joining, and Shifting Equipment; Self Propelled and Car Mounted Cranes."
2240,4,LOCOMOTIVE AND RAIL CAR ACCESSORIES AND COMPONENTS,2011-10-01,,Locomotive and Rail Car Accessories and Components,Railroad Furniture (FSG 71).,,Brake Beams and Components; Couplers; Trucks  and Components; Journals and Components; Wheel Sets and Components.
